ParName   Value   Gradient
mean_log_rec      6.50791 -2.42983e-05
log_Rzero      6.55441 -1.23642e-06
rec_dev(1967)    -0.027903  2.25103e-07
rec_dev(1968)   -0.0376609  2.73353e-06
rec_dev(1969)   -0.0603557  2.65696e-05
rec_dev(1970)    -0.111685  8.96257e-06
rec_dev(1971)    -0.252026  1.98851e-06
rec_dev(1972)    -0.469592   4.4113e-06
rec_dev(1973)    -0.111735  1.02869e-05
rec_dev(1974)    -0.224267 -2.56168e-05
rec_dev(1975)     0.364539 -5.37811e-05
rec_dev(1976)     0.539651 -4.76977e-05
rec_dev(1977)    -0.237129  2.67007e-05
rec_dev(1978)      1.70401 -7.80899e-05
rec_dev(1979)     0.244665  7.54292e-05
rec_dev(1980)    -0.396504  1.50569e-05
rec_dev(1981)    -0.345754 -3.67783e-05
rec_dev(1982)    -0.841516  4.32989e-05
rec_dev(1983)       -0.606  4.27393e-05
rec_dev(1984)    -0.454702  1.43891e-05
rec_dev(1985)     0.130306  7.85469e-06
rec_dev(1986)   -0.0527955  4.19219e-05
rec_dev(1987)     0.379696  4.64157e-05
rec_dev(1988)    -0.109548 -8.57892e-06
rec_dev(1989)      0.97486 -9.69893e-05
rec_dev(1990)     0.172513 -6.61668e-05
rec_dev(1991)    -0.429549 -2.29732e-05
rec_dev(1992)    0.0853238 -1.47198e-05
rec_dev(1993)     0.700236 -8.76189e-05
rec_dev(1994)    -0.219698 -8.23148e-05
rec_dev(1995)    -0.249838 -6.79432e-05
rec_dev(1996)     0.703628 -0.000112806
rec_dev(1997)    -0.852235   2.2804e-05
rec_dev(1998)    -0.372732 -5.00383e-05
rec_dev(1999)     0.578168 -4.35585e-05
rec_dev(2000)      1.41578  6.99513e-05
rec_dev(2001)     0.974798   2.7893e-05
rec_dev(2002)      1.01253  1.94611e-05
rec_dev(2003)    -0.618205   6.3478e-06
rec_dev(2004)    -0.380318   1.0399e-05
rec_dev(2005)   -0.0846822 -3.97898e-05
rec_dev(2006)    -0.382837  -4.8795e-05
rec_dev(2007)     0.750268 -0.000290699
rec_dev(2008)     0.635524 -9.91533e-05
rec_dev(2009)     -0.57245 -2.48835e-05
rec_dev(2010)     0.128319 -0.000106303
rec_dev(2011)    -0.454359  2.97258e-05
rec_dev(2012)    -0.113411 -8.49584e-07
rec_dev(2013)     0.390958  6.24375e-05
rec_dev(2014)    0.0821045 -1.95208e-05
rec_dev(2015)     -1.16701 -3.14751e-05
