ParName   Value   Gradient
mean_log_rec       6.0561 -3.52349e-06
log_Rzero      6.48024  3.59754e-06
rec_dev(1967)   -0.0272141  7.42199e-07
rec_dev(1968)   -0.0366712  9.94362e-07
rec_dev(1969)   -0.0614971  1.10792e-06
rec_dev(1970)    -0.119322  2.66282e-06
rec_dev(1971)    -0.272444  4.21583e-06
rec_dev(1972)    -0.490102  2.29585e-06
rec_dev(1973)    -0.030742 -6.53969e-06
rec_dev(1974)    -0.112032 -7.79533e-06
rec_dev(1975)     0.560324 -6.62597e-06
rec_dev(1976)     0.768553 -2.34484e-05
rec_dev(1977)   -0.0245133 -2.07537e-06
rec_dev(1978)      2.07963 -1.41571e-05
rec_dev(1979)     0.598045 -3.49738e-06
rec_dev(1980)    -0.119417 -1.94066e-06
rec_dev(1981)   -0.0731848 -2.07059e-06
rec_dev(1982)    -0.642246 -1.44601e-06
rec_dev(1983)    -0.364761 -2.92538e-06
rec_dev(1984)    -0.187211 -2.40455e-06
rec_dev(1985)     0.488847 -2.84896e-06
rec_dev(1986)     0.352558 -5.93866e-07
rec_dev(1987)     0.835623  1.56788e-06
rec_dev(1988)     0.312086  1.41636e-06
rec_dev(1989)      1.49611  5.19119e-07
rec_dev(1990)     0.635636 -3.36722e-08
rec_dev(1991)   -0.0787367 -9.70776e-07
rec_dev(1992)     0.529729  8.21186e-07
rec_dev(1993)      1.18197  3.08587e-06
rec_dev(1994)     0.192921  7.80545e-07
rec_dev(1995)     0.170377   5.3108e-06
rec_dev(1996)      1.15947  4.19395e-06
rec_dev(1997)     -0.49524 -2.81227e-06
rec_dev(1998)    0.0465649  3.59621e-06
rec_dev(1999)      1.04934  2.43076e-06
rec_dev(2000)      1.89877  1.03811e-05
rec_dev(2001)      1.45591  6.14984e-06
rec_dev(2002)      1.48562  5.69143e-06
rec_dev(2003)    -0.201249  3.36262e-07
rec_dev(2004)    0.0588829  1.72378e-06
rec_dev(2005)     0.360839  2.06701e-06
rec_dev(2006)    0.0482401 -8.77427e-07
rec_dev(2007)      1.20338  3.77397e-06
rec_dev(2008)      1.08144   8.1194e-06
rec_dev(2009)    -0.176728 -1.99827e-06
rec_dev(2010)     0.551247  4.52311e-06
rec_dev(2011)   -0.0528097 -5.68517e-06
rec_dev(2012)     0.298018  1.66546e-06
rec_dev(2013)     0.791195  1.16984e-06
rec_dev(2014)     0.431281  9.19967e-07
rec_dev(2015)     -1.02447 -1.62968e-06
rec_dev(2016)     0.347104 -8.41886e-06
rec_dev(2017)   -0.0998468 -3.78957e-06
rec_dev(2018)     -0.19542  3.04702e-06
rec_dev(2019)  1.21086e-09 -2.15439e-07
log_sigmar    -0.550909  1.76285e-06
fmort(1,1977)     0.126622  4.48363e-08
fmort(1,1978)     0.121253 -2.12079e-06
fmort(1,1979)    0.0801297 -2.00716e-06
fmort(1,1980)    0.0564732 -1.11595e-06
fmort(1,1981)    0.0411132 -2.02244e-07
fmort(1,1982)    0.0297695 -2.47718e-07
fmort(1,1983)    0.0190039 -4.01538e-07
fmort(1,1984)    0.0708574  -3.8778e-07
fmort(1,1985)     0.111219 -6.72534e-07
fmort(1,1986)     0.113809 -6.78916e-07
fmort(1,1987)    0.0849602 -8.08797e-07
fmort(1,1988)    0.0787252  1.74191e-07
fmort(1,1989)    0.0413057  9.88055e-08
fmort(1,1990)    0.0351257 -3.34062e-07
fmort(1,1991)    0.0550247   8.6478e-08
fmort(1,1992)     0.064602  4.92934e-08
fmort(1,1993)    0.0957503  6.20288e-07
fmort(1,1994)      0.12533  2.29445e-07
fmort(1,1995)     0.187972 -2.48378e-07
fmort(1,1996)     0.239246 -5.09084e-08
fmort(1,1997)     0.130901  1.16226e-07
fmort(1,1998)     0.153631  7.30465e-07
fmort(1,1999)     0.107781  5.84981e-07
fmort(1,2000)      0.10037  2.76371e-07
fmort(1,2001)     0.144626  1.37008e-07
fmort(1,2002)     0.109668   4.7097e-07
fmort(1,2003)    0.0820115  7.21907e-07
fmort(1,2004)    0.0670381   8.4032e-07
fmort(1,2005)    0.0683316   5.1388e-07
fmort(1,2006)    0.0832205  5.53502e-07
fmort(1,2007)    0.0848426  6.44594e-07
fmort(1,2008)     0.107549  3.99556e-07
fmort(1,2009)     0.165129  3.31854e-07
fmort(1,2010)     0.157522  2.75772e-07
fmort(1,2011)    0.0887617  8.38104e-07
fmort(1,2012)    0.0878055  1.10058e-06
fmort(1,2013)    0.0388219  3.17486e-07
fmort(1,2014)    0.0515538 -1.50493e-07
fmort(1,2015)     0.118756 -2.89171e-07
fmort(1,2016)     0.125041  4.57497e-07
fmort(1,2017)     0.170142  1.66604e-07
fmort(1,2018)     0.236729  8.41087e-07
fmort(1,2019)     0.241472 -1.62669e-06
logsel_p1_fsh[1](1)    -0.270556 -3.79657e-07
logsel_p1_fsh[1](2)    -0.303566  5.07034e-07
logsel_p1_fsh[1](3)  -0.00885124  -5.6242e-08
logsel_p1_fsh[1](4)     0.218065   3.7774e-07
logsel_p1_fsh[1](5)     0.523892  1.60959e-07
logsel_p1_fsh[1](6)     0.408087 -2.03467e-07
logsel_p1_fsh[1](7)     0.201406 -2.64156e-07
logsel_p1_fsh[1](8)     0.106254 -2.05795e-07
logsel_p1_fsh[1](9)    -0.240735 -1.55176e-07
logsel_p1_fsh[1](10)    -0.197769  1.44952e-07
logsel_p1_fsh[1](11)    -0.120992 -1.51374e-07
logsel_p1_fsh[1](12)    -0.148146  3.40865e-07
logsel_p1_fsh[1](13)    -0.187442 -1.56698e-07
logsel_p1_fsh[1](14)    -0.235478 -4.14662e-07
logsel_p1_fsh[1](15)   -0.0420862   1.5697e-07
logsel_p1_fsh[1](16)    0.0192172  1.26115e-07
logsel_p1_fsh[1](17)    0.0849374  7.38547e-08
logsel_p1_fsh[1](18)      0.16516 -2.83167e-08
logsel_p1_fsh[1](19)     0.202495   1.0481e-07
logsel_p1_fsh[1](20)     0.264597  1.35197e-07
logsel_p1_fsh[1](21)     0.216547 -1.71474e-07
logsel_p1_fsh[1](22)     0.197338 -2.21633e-07
logsel_p1_fsh[1](23)     0.102256  -1.1208e-07
logsel_p1_fsh[1](24)   -0.0436801  1.52592e-07
logsel_p1_fsh[1](25)    0.0728425 -1.95776e-07
logsel_p1_fsh[1](26)     0.258991 -8.95008e-08
logsel_p1_fsh[1](27)     0.259508  1.17665e-07
logsel_p1_fsh[1](28)     0.190615 -1.78696e-07
logsel_p1_fsh[1](29)      0.13871 -1.28958e-07
logsel_p1_fsh[1](30)    -0.188056  5.13428e-07
logsel_p1_fsh[1](31)    -0.179344 -9.87291e-08
logsel_p1_fsh[1](32) -0.000299788  1.81417e-07
logsel_p1_fsh[1](33)     0.276133 -1.43471e-07
logsel_p1_fsh[1](34)     0.425056 -2.36236e-07
logsel_p1_fsh[1](35)     0.545986 -2.86435e-07
logsel_p1_fsh[1](36)     0.483574 -2.38894e-07
logsel_p1_fsh[1](37)   -0.0326643 -1.18724e-07
logsel_p1_fsh[1](38)    -0.448161 -5.12357e-09
logsel_p1_fsh[1](39)    0.0963336 -1.79724e-08
logsel_p1_fsh[1](40)     0.244223  7.69871e-08
logsel_p1_fsh[1](41)     0.364101 -1.10845e-06
logsel_p1_fsh[1](42)     0.465215 -6.32822e-08
sel_p2_fsh[1](1)      1.94031 -1.63211e-07
sel_p2_fsh[1](2)      1.94516  6.49797e-07
sel_p2_fsh[1](3)      2.20003  6.62798e-07
sel_p2_fsh[1](4)      2.27213  4.01374e-07
sel_p2_fsh[1](5)      2.33939 -3.65418e-08
sel_p2_fsh[1](6)      2.35433  2.94981e-08
sel_p2_fsh[1](7)      2.22185 -2.13961e-07
sel_p2_fsh[1](8)      2.24117  5.75913e-08
sel_p2_fsh[1](9)      2.05334 -2.01959e-07
sel_p2_fsh[1](10)      2.15589  1.06745e-07
sel_p2_fsh[1](11)      2.25091  4.48241e-07
sel_p2_fsh[1](12)      2.24198  7.03714e-09
sel_p2_fsh[1](13)      2.17513  9.59199e-09
sel_p2_fsh[1](14)      2.11057  7.28922e-08
sel_p2_fsh[1](15)      2.26524  1.48958e-07
sel_p2_fsh[1](16)      2.31297 -3.04754e-08
sel_p2_fsh[1](17)      2.36942 -3.19532e-08
sel_p2_fsh[1](18)      2.45669 -1.25628e-07
sel_p2_fsh[1](19)      2.49754  9.65165e-08
sel_p2_fsh[1](20)       2.5663 -6.47686e-08
sel_p2_fsh[1](21)      2.51977  1.57143e-07
sel_p2_fsh[1](22)      2.52302 -1.24283e-07
sel_p2_fsh[1](23)      2.43632 -1.27408e-07
sel_p2_fsh[1](24)      2.32148 -1.63465e-07
sel_p2_fsh[1](25)      2.40194 -7.25473e-08
sel_p2_fsh[1](26)       2.4534 -4.03065e-07
sel_p2_fsh[1](27)      2.29484 -3.90065e-07
sel_p2_fsh[1](28)      2.13162 -1.61254e-07
sel_p2_fsh[1](29)      2.01777 -1.34926e-07
sel_p2_fsh[1](30)      1.81642   3.5134e-07
sel_p2_fsh[1](31)      1.84993  2.15482e-07
sel_p2_fsh[1](32)      1.97158  1.07144e-07
sel_p2_fsh[1](33)      2.14281 -2.10713e-07
sel_p2_fsh[1](34)      2.24015  -4.9059e-07
sel_p2_fsh[1](35)      2.33746 -1.77475e-07
sel_p2_fsh[1](36)      2.31917 -6.16852e-08
sel_p2_fsh[1](37)      2.07751 -1.56817e-07
sel_p2_fsh[1](38)      1.93786  2.81821e-07
sel_p2_fsh[1](39)      2.27552  2.81643e-07
sel_p2_fsh[1](40)      2.35973 -1.87857e-07
sel_p2_fsh[1](41)       2.4516 -4.58031e-07
sel_p2_fsh[1](42)      2.49102  6.58294e-07
logsel_p3_fsh[1](1)      1.04145  -7.6644e-07
logsel_p3_fsh[1](2)       1.0619   -1.306e-08
logsel_p3_fsh[1](3)     0.942654 -3.35078e-07
logsel_p3_fsh[1](4)     0.853793 -5.93317e-07
logsel_p3_fsh[1](5)     0.661838  3.80621e-07
logsel_p3_fsh[1](6)     0.769437  6.79725e-08
logsel_p3_fsh[1](7)     0.963162 -7.15231e-07
logsel_p3_fsh[1](8)      1.06313 -1.69025e-07
logsel_p3_fsh[1](9)      1.27704 -1.46631e-06
logsel_p3_fsh[1](10)      1.39166 -1.07264e-06
logsel_p3_fsh[1](11)      1.43425 -7.37272e-07
logsel_p3_fsh[1](12)      1.32999  1.11052e-06
logsel_p3_fsh[1](13)      1.34465 -1.47474e-07
logsel_p3_fsh[1](14)      1.36252 -6.65382e-07
logsel_p3_fsh[1](15)      1.32494 -1.18638e-07
logsel_p3_fsh[1](16)      1.34495  2.23541e-07
logsel_p3_fsh[1](17)      1.37595  2.17816e-07
logsel_p3_fsh[1](18)      1.40913  4.80702e-08
logsel_p3_fsh[1](19)      1.45443 -8.19034e-08
logsel_p3_fsh[1](20)      1.43479  1.58443e-07
logsel_p3_fsh[1](21)      1.47493   4.7272e-09
logsel_p3_fsh[1](22)      1.50891  2.75872e-08
logsel_p3_fsh[1](23)      1.53569  6.40047e-07
logsel_p3_fsh[1](24)      1.56269   1.0393e-07
logsel_p3_fsh[1](25)      1.44021 -4.71223e-08
logsel_p3_fsh[1](26)      1.33364  2.91051e-07
logsel_p3_fsh[1](27)      1.35161  1.99303e-07
logsel_p3_fsh[1](28)      1.37478  3.95552e-08
logsel_p3_fsh[1](29)      1.39159  2.80554e-07
logsel_p3_fsh[1](30)      1.53107   3.8539e-07
logsel_p3_fsh[1](31)      1.56667  3.94842e-07
logsel_p3_fsh[1](32)       1.5697   1.7611e-07
logsel_p3_fsh[1](33)      1.42431  2.93678e-07
logsel_p3_fsh[1](34)      1.28058  4.13082e-08
logsel_p3_fsh[1](35)      1.45292  2.80108e-07
logsel_p3_fsh[1](36)       1.9409  6.38606e-08
logsel_p3_fsh[1](37)      1.76922  4.89661e-07
