ParName   Value   Gradient
mean_log_rec      13.7525 -0.000161632
log_Rzero      13.8123 -1.71891e-05
rec_dev(-10)    0.0044961 -0.000119785
rec_dev(-9)  -0.00140578  -0.00015375
rec_dev(-8)    -0.026651 -0.000499558
rec_dev(-7)    -0.047894  -0.00031392
rec_dev(-6)  -0.00117316 -0.000594235
rec_dev(-5)    0.0379358  -0.00121563
rec_dev(-4)    0.0113367  -0.00139914
rec_dev(-3)    -0.020328  -0.00156438
rec_dev(-2)   -0.0493511  -0.00172421
rec_dev(-1)    0.0846918  -0.00258009
rec_dev(0)    0.0118283  -0.00282587
rec_dev(1)    0.0375441  -0.00307372
rec_dev(2)     0.156294  -0.00419382
rec_dev(3)    0.0811997  -0.00397496
rec_dev(4)   -0.0122346  -0.00337213
rec_dev(5)     0.167435   -0.0033836
rec_dev(6)     0.199147  -0.00247596
rec_dev(7)  0.000797103 -0.000915935
rec_dev(8)    0.0952975  0.000380018
rec_dev(9)   -0.0140815   0.00142272
rec_dev(10)    0.0362131   0.00249908
rec_dev(11)    0.0495144   0.00324292
rec_dev(12)   -0.0166681    0.0034634
rec_dev(13)   -0.0440187   0.00360356
rec_dev(14)    0.0652579   0.00407736
rec_dev(15)   -0.0226576   0.00374937
rec_dev(16)    0.0363167   0.00397161
rec_dev(17)   -0.0603629    0.0034058
rec_dev(18)    -0.155309   0.00284875
rec_dev(19)    -0.122595   0.00216625
rec_dev(20)     -0.18162   0.00105866
rec_dev(21)   -0.0172058  0.000226864
rec_dev(22)    -0.122621 -0.000294971
rec_dev(23)    -0.241871 -0.000513527
rec_dev(24)    -0.292626 -0.000735461
rec_dev(25)    -0.229563  -0.00109868
rec_dev(26)    -0.308079  -0.00145758
rec_dev(27)    -0.354877   -0.0015864
rec_dev(28)     -0.31877  -0.00136425
rec_dev(29)    -0.235946 -0.000843715
rec_dev(30)    -0.255334 -0.000252142
fmort(1,1)   0.00920853   0.00497419
fmort(1,2)    0.0271563   0.00426089
fmort(1,3)    0.0452853   0.00018017
fmort(1,4)    0.0616759   0.00220529
fmort(1,5)    0.0492697  -0.00262802
fmort(1,6)    0.0885827  -0.00104561
fmort(1,7)    0.0896097  -0.00222399
fmort(1,8)     0.189338  -0.00430569
fmort(1,9)     0.110775  -0.00356501
fmort(1,10)     0.135322  -0.00295075
fmort(1,11)     0.154364  -0.00201106
fmort(1,12)     0.165767  -0.00157408
fmort(1,13)     0.120328 -0.000550581
fmort(1,14)      0.17433  3.53243e-06
fmort(1,15)     0.185202  2.05908e-06
fmort(1,16)     0.164975   0.00053623
fmort(1,17)     0.321754 -0.000121174
fmort(1,18)      0.26315  2.50941e-06
fmort(1,19)     0.261712  0.000394548
fmort(1,20)     0.258643  0.000989032
fmort(1,21)     0.358404   0.00124854
fmort(1,22)     0.261044   0.00136829
fmort(1,23)     0.429358  0.000113918
fmort(1,24)     0.357383 -0.000313274
fmort(1,25)     0.358199  0.000187151
fmort(1,26)     0.330915   0.00059186
fmort(1,27)     0.327454  0.000777026
fmort(1,28)     0.467443  0.000342537
fmort(1,29)     0.363936 -0.000205838
fmort(1,30)     0.574844 -0.000976172
logsel_slope_fsh[1](1)    0.0881228 -1.38632e-05
sel50_fsh[1](1)      1.95235  5.24851e-05
rec_dev_future(31)            0            0
rec_dev_future(32)            0            0
rec_dev_future(33)            0            0
rec_dev_future(34)            0            0
rec_dev_future(35)            0            0
log_q_ind[1]     -14.8766  4.43437e-07
logsel_slope_ind[1](1)     0.760048  1.08565e-06
sel50_ind[1](1)      1.48754  8.52178e-06
repl_F     0.101086  1.69457e-06
